133,131,131,133,132,69,68,133,69,132,133,133,67,67,133,69,67,133,68,68,133,131,131,69,132,132,131,68,132,132,67,67,133,68,132,131,133,132,132,132,132,67,68,132,69,67,68,67,132,132,67,67,131,131,67,133,131,132,69,67,132,132,69,69,69,69,132,69,133,132,131,131,69,133,69,133,67,68,67,67,131,69,133,132,133,132,67,67,69,131,133,68,69,69,133,132
132,67,68,69,67,132,133,133,68,68,68,132,133,67,68,68,68,69,67,131,132,131,132,133,132,67,68,133,133,133,67,133,69,67,133,67,132,69,68,132,67,67,133,69,133,132,67,131,132,133,133,132,68,133,69,131,132,133,131,67,67,132,69,133,69,133,133,67,132,132,133,67,131,132,67,69,132,67,133,69,132,69,133,68,131,132,133,131,68,132,69,132,69,68,69,68
133,69,69,131,133,132,68,133,68,67,69,69,133,131,132,133,68,69,131,69,67,69,68,131,131,68,132,67,68,67,133,68,67,133,68,132,67,132,133,131,68,67,67,69,131,132,68,131,68,69,69,133,131,69,68,132,133,131,131,69,67,69,133,131,132,68,69,67,68,67,132,133,69,133,69,67,68,67,68,67,132,67,131,131,131,131,131,69,132,133,68,68,131,68,131,132
132,132,67,133,131,68,69,69,69,132,67,67,131,132,132,131,133,131,132,69,131,68,133,67,69,132,67,67,132,68,69,132,68,132,67,133,131,68,132,69,131,67,131,133,69,69,69,131,131,131,67,132,69,131,69,69,69,67,132,69,69,69,133,68,67,69,67,133,132,131,131,132,67,133,68,68,67,69,132,132,132,132,131,132,67,69,68,69,133,131,132,133,68,67,68,68
132,133,68,133,132,131,69,67,133,69,69,131,133,131,132,131,67,133,67,68,67,132,133,67,68,132,133,131,69,132,132,69,133,131,131,67,68,68,69,132,131,131,131,133,67,68,68,132,69,131,69,69,69,131,68,69,69,132,132,68,131,133,131,67,131,132,131,67,132,133,68,67,68,132,69,68,131,68,131,132,132,67,131,131,69,68,132,68,67,69,67,133,69,69,68,132
67,132,131,133,69,69,132,67,67,132,133,68,68,68,132,69,67,131,133,69,133,67,133,131,131,131,68,67,68,68,133,68,69,132,69,131,131,67,132,68,133,131,67,68,133,69,132,68,131,68,68,133,132,68,133,68,132,67,69,132,132,131,69,68,131,133,131,133,133,133,67,131,131,133,67,68,131,132,68,68,69,67,132,131,67,132,67,132,69,133,68,133,133,131,69,133
133,132,133,68,69,133,68,69,67,131,133,68,131,132,68,131,131,132,132,131,132,131,131,68,69,67,67,67,132,131,68,131,67,133,67,133,131,131,131,68,67,67,132,133,69,132,68,67,131,132,131,131,131,131,68,131,133,133,68,131,68,132,68,69,133,132,131,69,67,131,69,67,133,133,133,133,69,67,131,69,133,132,68,131,131,67,69,131,132,131,131,131,68,67,133,131
133,69,69,133,133,133,68,67,68,132,67,133,67,68,133,69,131,131,69,133,68,67,132,69,131,131,133,132,68,133,132,67,68,133,133,69,67,69,68,132,132,133,132,67,69,67,69,69,69,69,131,68,67,132,67,67,132,132,67,133,67,67,133,131,68,69,69,131,69,67,133,131,133,132,69,69,69,133,68,132,69,133,133,131,131,69,132,68,69,131,69,68,133,67,69,131
68,131,132,67,131,133,68,131,68,68,67,68,133,69,133,132,69,132,133,132,131,69,68,67,131,131,67,133,133,131,132,69,133,132,131,69,133,133,67,131,133,68,69,69,69,69,132,131,67,132,67,67,69,133,69,132,131,67,69,69,68,131,133,131,131,131,132,67,132,69,69,67,67,68,67,131,68,68,132,133,69,131,67,133,133,68,132,67,68,68,131,131,68,67,132,133
132,132,68,67,67,67,133,133,131,69,132,67,68,69,69,132,67,69,131,132,67,67,68,68,69,131,69,133,131,132,132,133,132,133,69,131,133,132,133,132,131,67,67,68,67,133,67,68,67,131,68,132,69,133,131,69,68,67,131,69,132,131,131,68,67,133,132,68,67,133,67,67,67,132,69,69,67,131,133,68,67,69,68,131,68,69,133,132,68,133,132,69,69,69,132,69
131,133,132,132,67,133,131,69,67,131,68,132,133,68,132,67,69,132,69,132,68,131,131,67,132,133,69,69,133,131,133,132,68,133,67,133,132,133,69,131,133,132,133,133,131,67,131,131,67,133,69,133,133,69,67,68,67,67,133,68,133,131,133,133,131,69,132,132,131,131,67,133,133,133,132,67,69,68,67,67,69,68,69,69,132,67,131,132,132,133,133,131,69,132,69,68
133,132,133,69,131,67,131,131,69,67,133,69,131,132,131,133,67,69,68,67,69,68,68,132,133,131,133,68,132,69,69,67,132,67,69,69,132,69,131,131,131,67,133,67,132,132,69,67,132,67,133,132,69,131,67,68,67,133,133,68,133,68,132,68,132,131,68,132,133,132,69,132,69,132,69,67,69,131,133,69,132,68,133,67,132,67,68,132,69,69,67,68,69,68,69,132
132,68,67,131,132,68,68,67,68,133,67,132,69,67,133,132,132,133,132,67,69,68,132,67,133,133,69,131,69,133,69,69,67,133,132,67,132,133,69,67,131,69,69,132,131,133,68,131,133,132,67,67,68,133,132,68,132,132,131,67,68,69,68,68,132,67,68,69,132,133,68,69,67,131,133,132,68,131,131,69,69,132,67,68,131,69,68,67,67,131,133,131,67,68,133,131
67,132,67,67,131,68,67,68,132,68,131,69,133,133,68,133,132,69,133,69,131,131,131,131,132,132,133,131,68,133,131,69,131,132,68,132,132,132,68,133,68,131,67,69,69,67,68,133,132,131,69,68,131,68,68,69,133,69,69,69,67,67,133,131,68,67,69,69,133,67,69,68,131,68,67,133,69,67,68,68,68,69,69,131,131,131,131,131,133,133,67,133,132,67,68,69
69,69,131,133,68,133,132,69,132,133,69,133,69,69,132,68,67,67,67,67,132,68,133,132,131,133,69,132,67,132,69,67,132,68,132,133,131,69,67,131,132,68,67,132,68,132,133,67,132,133,67,69,69,133,68,133,67,132,69,133,68,133,67,68,131,69,131,132,132,131,69,67,69,68,133,69,67,68,69,133,131,67,133,67,67,133,131,133,67,132,69,69,131,69,133,133
132,132,131,67,132,67,69,67,132,131,68,133,68,131,133,133,131,131,133,69,131,67,133,133,132,67,67,67,131,68,68,131,69,133,69,131,68,67,68,68,68,131,69,69,131,69,131,131,67,69,69,133,132,132,133,67,132,133,69,133,131,69,67,132,68,69,67,133,131,131,133,132,132,132,133,131,69,131,132,132,69,69,68,131,133,132,68,67,132,67,68,132,132,67,132,133
69,133,132,131,68,131,133,67,67,131,67,131,131,67,69,68,69,67,132,132,67,131,133,69,132,69,131,132,132,132,131,69,69,68,132,132,68,131,67,132,68,69,132,132,133,67,131,131,68,69,67,69,67,133,131,133,69,133,68,67,133,132,67,68,67,68,131,69,132,69,69,67,132,132,67,133,69,69,67,133,131,132,69,67,68,131,131,131,131,68,68,132,67,68,67,69
69,131,69,131,67,69,132,133,131,69,133,133,132,132,68,133,131,67,69,131,67,131,68,131,133,67,68,69,132,131,131,131,132,133,131,67,68,67,67,67,133,69,69,131,68,69,68,131,133,68,132,133,68,133,132,132,67,132,133,132,132,69,132,68,132,132,133,131,69,67,68,133,131,132,131,133,68,69,68,133,133,133,133,132,132,133,132,131,133,69,132,67,68,69,132,68
69,133,68,69,133,133,132,67,68,67,131,133,133,132,133,133,67,69,67,132,69,132,68,132,131,67,67,69,69,131,68,132,132,133,67,132,68,69,67,67,67,67,68,68,133,67,68,132,68,132,68,68,132,69,132,131,67,133,69,69,67,68,68,133,67,68,68,67,132,69,131,68,132,68,68,131,131,68,68,133,69,132,132,133,132,133,69,69,68,68,68,68,133,67,133,132
69,68,132,132,67,67,131,67,67,69,69,69,133,67,132,67,67,68,131,132,68,69,67,132,67,68,133,132,69,132,69,133,132,68,133,132,69,67,132,68,69,68,132,132,68,133,67,68,68,69,69,68,131,67,67,132,132,69,68,132,131,68,131,132,67,68,133,69,68,67,131,69,131,131,133,68,133,69,67,67,67,132,131,131,69,131,69,132,131,131,133,67,132,69,68,68
68,67,69,131,131,132,133,133,68,67,68,132,131,67,67,68,67,132,69,67,131,132,68,69,132,69,68,69,131,131,68,132,132,131,69,69,133,68,69,68,69,68,133,133,131,131,131,67,133,67,133,68,133,133,69,133,131,131,133,69,69,131,131,131,69,133,67,132,69,69,132,132,67,133,132,131,132,68,67,132,131,131,69,131,131,69,132,69,69,133,131,133,133,69,131,68
69,69,67,132,133,69,133,132,133,68,69,133,68,132,133,132,132,69,68,132,133,67,69,133,67,68,132,69,69,69,68,67,69,67,133,69,67,67,67,131,132,69,69,131,69,131,133,68,131,131,131,132,68,131,69,68,69,68,132,133,67,132,131,68,68,132,131,67,69,69,69,133,131,133,68,131,67,67,131,132,67,131,69,132,67,132,69,131,67,67,69,133,132,133,69,69
132,68,67,68,68,133,69,133,69,131,131,67,67,131,67,69,69,67,131,132,132,67,133,133,67,68,133,69,132,69,67,133,67,67,132,67,68,131,131,132,67,67,67,131,131,133,131,133,131,132,133,131,133,67,133,131,131,67,69,132,67,133,131,67,132,132,67,133,133,131,69,131,69,67,67,68,133,131,69,67,132,67,133,131,67,131,131,67,68,69,69,68,131,131,69,68
69,67,132,132,132,133,133,69,69,131,68,69,131,67,131,133,133,68,68,68,68,68,69,67,69,133,67,132,131,131,68,133,68,132,68,133,69,131,69,132,69,68,67,133,68,131,133,133,68,131,133,68,69,133,131,67,67,67,67,131,133,132,131,68,69,67,131,68,68,132,67,132,131,133,67,131,132,131,68,133,131,131,132,131,132,69,133,68,67,69,133,68,133,69,133,131
68,131,67,132,67,133,133,67,131,69,132,133,69,68,131,68,133,67,69,69,133,133,68,69,69,131,69,68,132,131,68,67,69,68,67,68,131,132,133,132,67,69,131,69,132,133,69,68,67,132,131,69,132,67,68,69,69,132,132,69,133,67,68,133,133,68,131,131,131,69,68,68,131,133,68,67,67,67,132,133,69,131,69,69,132,68,133,68,69,132,131,68,69,131,68,132
132,133,69,68,67,133,133,131,69,133,67,133,67,131,68,133,69,133,69,67,69,68,68,133,67,67,68,133,131,131,131,68,68,133,133,68,132,67,133,132,67,67,69,132,132,132,131,133,68,132,69,132,131,131,69,133,131,67,69,132,69,67,133,133,67,69,67,67,132,69,67,132,133,68,68,133,131,67,133,69,67,67,67,69,67,69,132,133,67,133,68,68,133,131,69,131
132,67,132,68,131,133,67,131,131,69,132,131,131,69,69,131,69,131,68,68,132,131,67,133,69,67,67,133,68,68,132,132,133,132,132,133,131,67,69,131,133,67,68,133,131,131,69,69,132,68,133,131,67,133,69,133,67,133,69,133,67,69,133,132,131,133,133,69,133,131,132,69,132,131,131,69,133,67,133,131,67,67,131,67,68,131,67,67,133,67,69,67,67,132,68,132
67,133,67,131,133,133,69,131,67,67,132,67,67,69,69,67,68,68,131,132,131,132,133,67,67,131,67,69,132,68,67,133,132,69,69,131,133,68,131,132,133,133,132,69,69,69,133,133,69,133,67,132,132,131,68,132,69,131,131,131,133,68,67,133,131,67,68,131,131,68,133,132,67,68,69,133,132,132,67,131,133,131,67,67,132,131,68,69,69,132,68,68,67,69,68,67
67,131,131,68,133,131,131,67,69,132,68,133,68,67,131,68,67,133,68,132,67,69,132,133,69,131,132,67,67,67,67,67,67,133,133,132,132,132,69,131,69,68,67,69,132,132,67,131,68,132,131,131,68,68,67,69,67,132,68,132,132,132,133,67,67,133,69,67,67,69,68,133,133,69,69,132,67,132,69,132,131,69,131,67,69,133,67,68,68,68,131,131,69,133,132,132
67,133,133,68,132,68,68,67,68,68,133,131,131,69,131,67,132,132,67,69,68,133,131,131,67,132,69,67,69,133,133,67,67,132,133,69,67,68,69,67,67,133,133,68,133,132,69,131,132,131,69,68,132,132,133,69,133,69,131,132,68,67,133,67,131,69,132,67,68,68,69,133,68,69,132,67,67,132,131,133,69,68,67,131,132,133,133,133,69,68,69,68,132,132,133,131
68,132,132,68,69,69,133,69,69,67,67,133,68,131,132,67,69,67,67,69,69,131,68,69,69,133,69,67,69,67,132,68,132,131,69,133,67,133,131,131,131,132,132,133,132,131,131,69,67,132,133,69,131,69,68,68,68,133,131,133,132,68,132,67,69,67,131,132,68,69,131,68,132,69,69,67,132,133,133,131,69,131,133,69,133,67,68,69,131,68,132,68,67,67,133,133
